ambient_temperature_°C,vibration_mm/s²,pressure_bar,cooling_temp_°C,speed_kmph_km/h,stress_N/m²,strain_unit,torque_Nm,angular_momentum_kg·m²/s,force_N
14.34637851,9.716888836,8.880235615,82.09421415,107.6617226,35.91632827,5.432429174,416.5492128,485.222195,1928.481028
23.69378098,8.399710006,7.519554103,86.32711389,13.6342626,69.63017746,6.299303118,173.5724755,416.3498501,1111.468401
15.36028136,4.761883557,8.580516974,85.41977257,87.46550077,31.07847238,1.254740139,237.1236201,692.719248,4.996588835
34.53859546,8.869972692,5.863273771,85.54457863,80.04695263,21.23228748,0.859198874,417.0019499,705.7669206,424.0171615
25.04411105,5.151075594,2.378060341,87.65515217,89.76269053,97.07030534,9.490717693,96.28339004,326.3294539,1195.396187
12.3980476,9.873527386,8.507006226,85.41610161,29.97660908,48.66354437,7.36809523,140.1308516,245.0412569,1818.074772
12.97095756,8.430310304,7.094433424,87.92234706,58.44982889,45.41656942,4.542589055,331.4020005,639.6722244,870.0735832
16.35747973,0.332099133,2.313484632,88.00703945,51.30915311,71.76051253,6.008627867,365.2538934,698.7247261,1898.886592
14.10660565,2.132673056,6.360425979,86.78934137,49.18364196,64.292037,8.822321202,431.3261305,699.6847438,517.1821248
31.32881676,9.090391043,5.821873515,87.19291782,65.61518783,43.01990814,5.46306214,36.59901664,788.2784444,192.1692454
25.88889977,6.531745105,8.908825204,88.49754652,69.65714125,55.650729,0.789785177,379.6240136,354.420413,137.041325
17.18429298,5.059858936,8.377886876,86.02719899,8.834895682,80.13359615,3.203949742,53.2918819,161.9115768,834.7249494
5.567905778,4.454873335,2.831429576,89.04995601,27.0767913,83.95483123,1.32283849,1.048507804,983.2234341,1154.847997
12.7073967,5.19188503,8.356864593,87.06591411,78.04484609,52.99532328,1.27787515,246.3131904,972.1159715,1224.397088
11.60141879,1.326784842,2.986599235,86.65847798,42.68034718,77.9525536,3.209239981,147.8981006,339.4702451,1647.132871
28.6343287,3.008562666,2.096437217,86.86477731,104.1332579,85.91374725,1.367597002,340.6927136,154.7359198,674.4873449
9.406676171,8.211329422,8.119820361,89.71242788,15.55213998,81.06581116,8.658751524,36.67362126,295.5814808,6.560504897
18.14937436,3.37158554,2.554676,88.60652115,29.86680492,63.25226618,3.061553869,211.7815849,302.970331,1206.95984
11.59335186,8.722900099,4.397674807,87.55211715,99.14696042,59.76194982,1.324624741,315.1459971,491.5762557,1139.8952
33.19174087,4.320618205,2.504679932,85.4677875,36.83112041,17.71020254,6.286849409,429.2910676,225.1177599,284.3147884
7.789479744,3.574539651,9.364702783,85.84341804,95.98571287,77.76860556,4.989532301,480.0771576,686.2693877,1125.683372
14.18196038,8.626901947,2.152785045,88.91404547,53.95435195,62.63320195,3.522866361,463.668377,20.20208465,914.9641506
30.41227404,5.612705919,4.600711268,89.30364482,1.077804599,31.51539856,5.599256913,27.1198322,152.8636653,1388.489609
19.54484394,9.688083891,9.610604065,88.73249792,52.10990685,34.16481676,2.152243269,31.55545766,544.1409436,1966.492254
32.27720935,1.695027479,3.278612223,89.60809551,118.6782873,71.0246144,2.805018956,399.5768566,99.98261557,111.4196149
8.447508517,0.180603267,6.603704835,88.13845721,19.6560611,94.20073075,4.163861517,58.54869103,125.9606799,745.0935564
2.26770866,3.06062567,8.623284494,86.88098222,68.78922689,51.50620993,8.892679449,272.7960142,390.9716474,1715.945992
15.95833289,6.251881301,5.291118396,86.58842616,32.40749196,30.25596687,4.959117831,389.5980557,338.1372139,632.4343994
16.9444604,3.851464808,8.525462328,89.2934031,52.14931856,67.20903864,7.227064138,168.4962903,5.020990983,578.8344299
39.48952182,2.458603327,4.011939313,89.9525439,72.41870196,39.84059824,8.91261257,89.44560905,353.2591026,136.6162436
31.43193679,2.374290005,5.806293178,87.34503234,83.25815408,27.99737681,3.881230734,139.2438808,828.1476868,1607.075917
8.20747961,8.048813279,3.438210465,87.88684679,43.03088518,80.27239735,1.092443724,322.3732812,584.0184434,565.4434918
15.21721417,8.329001011,6.337859853,85.8239364,15.49796581,43.27962149,1.82749615,274.0647477,704.2076037,890.5872447
23.77232635,4.699748887,9.72807799,86.41202924,88.00718657,39.1432686,2.395503217,396.9206083,966.2414227,299.1604908
7.361367872,4.818336552,9.440532782,89.37353659,20.7868355,55.20573768,1.691685598,166.4367555,486.0852666,145.3386181
20.6009931,4.252388436,5.951173329,87.65715766,57.83040555,90.70152045,5.572772692,237.5103338,969.8275019,1922.80177
33.27784049,2.506499107,9.207868104,86.486999,51.51209953,27.54650563,7.398675031,378.7578084,936.6898797,728.3554012
7.489052039,1.61295528,3.829056769,87.81913463,5.085874772,86.39183132,7.483175765,323.3063165,712.0597419,680.7102468
34.55214445,6.498210863,7.821156609,89.29770327,48.40827789,96.6076538,2.494912202,188.3050585,424.9115663,560.9286679
7.976833007,9.364302741,5.296283432,89.52393992,6.359430035,3.135841625,6.805296625,172.2695763,747.0538091,317.5900558
32.26731204,8.052715939,9.000933343,86.0522049,100.0151708,0.193124437,4.946727733,474.7877928,231.3215459,567.2932507
31.95721571,6.461988232,7.674831239,89.98810413,66.46790525,5.143973468,7.314410707,463.4358982,358.7210795,462.872113
26.132118,0.596889692,2.700880166,86.59982701,57.15035752,62.5125471,2.113451025,92.96132441,764.9435512,10.39475582
0.214656133,9.573529582,6.188388568,85.96459229,33.48096421,66.82774909,5.820852847,397.4946828,870.020108,1666.930868
20.98436395,9.262466066,6.316881058,89.43832185,18.06971313,85.65457057,7.886935246,122.6279504,480.2283577,733.3690759
34.38046873,6.211118176,8.460183842,85.15348705,58.55295089,31.25443236,9.694821664,422.8915264,185.8252092,1852.65284
2.355649022,7.675497884,6.999388695,85.78165604,26.86932049,80.89697785,9.003177754,295.6723614,219.7055461,1151.667388
25.79637852,5.228802468,7.982407833,86.96037114,15.04225782,83.63412451,2.729027002,492.3968852,262.6437832,696.7749225
28.16208533,3.928359355,6.409524649,86.76943131,81.11221344,73.38852585,0.647449634,318.106099,257.7247395,1334.794968
28.59823206,6.455543357,6.038769203,88.3309582,116.4421195,93.81006351,6.163973941,199.502484,340.4277423,1311.085032
34.1749939,1.927931333,5.544669291,88.92007118,21.80954414,67.70673996,4.678671524,303.7831693,645.5076456,423.2251834
5.278078798,0.788717589,8.079093765,88.91953738,98.20249445,90.63287201,7.190949599,425.9303163,643.5605575,19.5151596
38.01021897,2.171376422,8.144572599,83.01082918,100.4204445,5.724436195,0.878357772,148.4152103,226.8635725,981.842034
34.73154091,9.982826848,9.637922219,88.38288539,21.98324017,77.22032474,4.214291746,141.0445862,908.3507473,347.1588795
6.444871912,6.286958453,4.689393147,88.18096588,94.04849423,28.02984945,8.00742823,323.2793615,921.7728962,1667.530011
29.48816843,0.092517831,9.736202133,86.28207496,119.8829796,93.33263708,5.29015955,321.5000755,35.49244163,1495.151508
36.79311512,7.593139642,3.179696268,87.43757398,65.40792019,26.50119521,8.448824703,461.2554663,353.5821221,1142.349179
29.98324879,7.295261568,5.630233604,89.15517679,71.86360647,66.84259448,9.910011871,262.9066516,813.0140206,1964.530777
34.58211928,0.456311573,5.86780995,87.12532564,45.61937433,5.105935163,0.67134837,460.657338,653.2575647,1499.598131
18.50114139,3.470211497,7.447486865,87.76763466,35.65387603,0.71234087,5.071900522,62.10796112,9.293982419,1741.83698
1.700506704,1.403750099,3.906612646,89.79688387,5.788553666,37.03160802,3.514034539,87.14492817,768.6695902,1851.389752
26.93710507,1.048159839,5.974017728,85.56313441,3.187337483,57.35956578,5.753360593,39.26674705,793.2241469,645.5110948
24.55435086,6.237113017,2.822649901,89.68770317,115.6222629,62.10437308,4.0730456,187.3706853,553.0412659,949.6171953
16.47660031,5.455332888,2.828241243,89.77613366,44.81864712,93.28067633,0.537468228,404.0757833,999.7030894,1291.691664
23.16889605,8.037681659,8.729586462,89.88652684,67.77964796,47.76257489,6.353581579,323.4735923,822.7550089,1322.139432
24.39556749,3.41045281,8.965069341,89.65616092,111.3000381,38.37358446,3.542149213,190.2677974,406.3357466,309.9511736
30.33585469,4.315488678,5.209587686,85.87694765,117.2132391,91.92860486,9.575270441,321.2571516,611.4902092,395.9025947
31.68182765,1.037647854,9.930465518,87.4525481,39.46585941,9.83252242,8.80852122,254.7009024,649.8089817,1391.42561
14.75785024,7.037188186,8.310936649,85.74291251,22.72437239,89.74445959,9.140575252,364.4448206,679.5397924,393.4274576
37.73408649,2.262616415,9.7425872,82.82182924,34.8619919,92.14869841,6.903209788,452.500991,820.3667289,1852.353603
6.367247565,3.774088869,4.040324494,87.26883454,74.63126665,70.91408729,7.05324368,467.3743905,658.0318873,1857.067758
14.02162912,6.717792648,2.128458576,86.52974153,12.92849587,43.53152619,8.889114783,167.3219652,381.783516,208.9324085
7.57249752,4.018158015,8.889304442,86.52431447,4.548107845,30.24317565,1.315539779,299.5847742,64.06700943,587.7039097
13.7302652,8.729048701,8.498054719,89.60657174,35.96201875,44.52430172,3.19088765,36.56846239,765.3881632,998.0861743
2.477160559,8.137722526,7.995095387,80.57881955,4.515395882,26.21750193,1.139411596,187.915459,693.6514179,1550.764155
4.375906911,6.747437625,8.984881083,86.84534073,46.03794138,39.92551628,5.895576032,31.65843821,835.5992524,595.3286503
21.88728139,5.585115459,6.874157397,88.89270039,110.3198521,52.2586227,5.815410931,258.0871906,946.5853265,1262.437641
35.59782054,3.313250638,2.647947774,86.87899023,26.47872107,7.779801219,6.265963265,454.1283626,795.3128846,813.6308447
39.23108706,3.530231595,6.626526293,87.96621972,50.96883307,63.59913216,2.028122656,380.7797361,238.3938247,925.4656034
24.58172694,9.94290871,9.028253764,85.80145183,118.0597961,79.49147138,9.341715237,492.4660295,789.0252886,64.09936845
14.95067281,7.954184733,4.492492256,86.50741982,75.07700077,54.96710997,8.88345659,19.0986943,376.5025126,1238.930142
21.17853533,2.168723104,4.320105952,89.21285836,62.47258264,10.36669565,2.923338794,1.998974836,813.6183653,1352.380054
25.90932896,6.342541295,8.411043077,86.28971344,105.7753667,78.28155536,4.140985368,264.8936112,164.4643999,1519.653407
3.486437515,7.724067198,7.619074886,89.29671671,74.47993507,49.71876814,0.233581459,92.08316013,576.5928087,1015.173942
16.11860996,6.143876942,7.465300478,87.71800242,109.5678168,20.10435946,0.725819758,291.5783179,280.2693593,1228.719656
10.90709146,3.841848373,6.478036027,88.08569302,36.65624871,35.8492212,7.405222323,407.081724,267.6700437,1086.249651
1.928846071,5.914490379,9.401685544,88.04515966,54.28635887,83.14064447,2.984519169,273.3249268,31.83412077,444.225183
35.92833676,2.164772334,3.463934969,89.45924323,6.362386355,3.4546933,8.989181668,400.7319605,65.75003684,1317.894059
20.18195521,1.665883166,2.064621311,86.00653042,99.73695905,24.24069318,7.337399535,145.3271802,69.5504709,1205.272731
35.78352238,7.229339956,8.154463533,88.13107691,117.8612783,84.58374324,9.060849737,480.1426481,375.9192827,1940.804304
4.637555427,3.415013572,9.211770678,87.2969696,87.23390446,79.78385498,6.197911101,378.8819993,805.3596932,1775.023069
1.18329982,4.74124918,3.162628732,86.57461658,23.90078829,26.86594354,8.705446246,31.20754925,396.8836914,98.28931694
34.79762461,9.760945968,5.76443875,81.80646722,2.737582632,5.580725937,1.593600018,367.8804552,973.0713057,295.6342827
0.03703781,7.467683415,4.24222268,89.9531242,12.24506325,23.8231428,9.85034418,278.942947,912.7216174,1097.586572
31.61720008,9.534281359,5.897962421,86.51037033,43.60957371,16.25657194,1.204390878,194.1470125,507.9135934,748.7497999
24.83435863,2.926627643,6.921250383,89.48731028,22.69022956,88.73733898,6.962172287,87.88912406,833.4589437,987.5616624
32.04474759,7.912707828,8.625113662,89.77097158,105.6523888,34.65519897,6.278078342,73.26370654,711.7001466,1369.57666
2.057272931,6.906234864,2.779969128,87.32071023,92.78969661,91.67075385,2.095162976,330.9600754,393.674333,1681.997341
9.272418493,6.472214702,5.066269176,81.09180391,46.6786759,15.82722685,7.276068517,52.60378007,246.8141053,1518.328721
36.57348004,5.764689965,3.407559503,89.60210804,108.2205596,10.76600917,8.375197794,450.3062193,953.3365522,1783.478061
3.932529668,4.669134269,4.440676001,83.19640721,16.89285653,58.87465756,6.217177727,369.4204901,77.09712202,1415.265662
38.30664763,1.791474034,4.059326543,85.45356686,83.50843539,85.71922116,5.661196093,107.4974821,662.1088453,1165.626962
7.359437435,4.710748372,5.01625027,86.53724122,82.66833031,78.3132852,9.479869232,138.5497298,726.5557798,1102.339871
10.8237839,2.024646516,6.276076081,85.75935615,35.10181692,90.3861715,8.014300161,427.5535135,749.8201032,592.4508034
11.02478842,5.443403252,5.016445713,86.84032221,85.84583406,96.57568087,7.563362437,475.6098017,446.241369,674.1342377
13.56428497,2.91883205,9.704412054,87.38407252,52.48258803,31.48555377,7.508451472,127.5915482,767.2283532,264.7162862
2.979524018,5.971783423,5.784746958,86.1360991,93.5799792,91.73944744,4.239052798,494.8105384,879.6549094,740.5604651
38.81227183,0.409186206,8.724505806,88.6999058,27.31790302,81.12750044,3.092997258,312.4289787,904.6823103,1099.538167
4.503095849,3.505264827,6.69013609,87.75819581,29.2844912,7.90902104,0.326487266,98.21546402,603.2797343,1191.429371
21.92943425,1.596387907,6.837601803,86.74177048,15.17902258,85.95568406,7.076620994,95.76539265,528.9426532,448.296367
22.80847732,9.176528455,5.913742492,85.90883174,9.9859204,64.48986244,2.940516434,154.6378872,645.7289114,46.86669206
16.52330372,3.466659544,3.205562991,85.20328997,93.01753801,69.48856189,5.94336532,34.55183444,425.9022503,1479.332388
