Timestamp,Truck_ID,Engine_Type,Maintenance_History,Weather_Temperature,Average_Speed,Fuel_Consumption
2023-01-01 07:00:00,TRK005,Diesel,No history,16.970300823713067,49.483843946189,11.97847020991558
2023-01-01 08:00:00,TRK005,Diesel,Service recently,30.188705896770824,99.63609639793934,8.87083754773175
2023-01-01 09:00:00,TRK005,Diesel,No history,18.769134163961464,85.07527791697177,9.450428461169873
2023-01-01 10:00:00,TRK005,Diesel,Service recently,21.347984557228525,51.15135527314006,8.30062300043098
2023-01-01 11:00:00,TRK005,Gasoline,Service recently,23.331168360709448,83.6776981244205,9.466070062530203
2023-01-01 12:00:00,TRK005,Diesel,No history,33.42810989626728,68.56825252327876,9.522478887744702
2023-01-01 13:00:00,TRK005,Gasoline,No history,27.15348931520408,81.84253109498624,9.486867337380687
2023-01-01 14:00:00,TRK005,Gasoline,No history,12.31430391619054,85.1175971369922,9.098578122401353
2023-01-01 15:00:00,TRK005,Gasoline,No history,10.30353113673454,50.68940290091014,9.102403536831712
2023-01-01 16:00:00,TRK005,Diesel,Service recently,34.0271322856309,94.356083721901,10.481676210239511
2023-01-01 17:00:00,TRK005,Diesel,No history,10.563836071638239,72.00699854675132,11.40323959677897
2023-01-01 18:00:00,TRK005,Gasoline,Service recently,28.983618964214415,55.41461687440302,10.463126651293074
2023-01-01 19:00:00,TRK005,Gasoline,No history,19.633839320914433,57.85259573367378,10.881120956763006
2023-01-01 20:00:00,TRK005,Diesel,Service recently,25.326517306416925,70.7957976557832,11.658099944324464
2023-01-01 21:00:00,TRK005,Gasoline,Service recently,23.263413393364957,73.34779062752418,9.326940997999522
2023-01-01 22:00:00,TRK005,Gasoline,Service recently,24.61353290336006,63.82157934870134,11.992151273154159
2023-01-01 23:00:00,TRK005,Gasoline,Service recently,19.82988266992566,83.0854790706194,8.612422875070575
